x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,label
0.6035977602005005,0.5662885904312134,-4.767295820329309e-07,0.5564371943473816,0.553646445274353,-0.01475504320114851,0.5135332345962524,0.5101845264434814,-0.02272055111825466,0.4895718991756439,0.4707827568054199,-0.031436096876859665,0.4896998405456543,0.4329170286655426,-0.03475932031869888,0.536811113357544,0.4116530120372772,0.0021938765421509743,0.503748893737793,0.4092966914176941,-0.022305577993392944,0.514461874961853,0.4601185619831085,-0.03329774737358093,0.527064859867096,0.47349002957344055,-0.03743399307131767,0.5645632743835449,0.4044018089771271,-0.0004876261518802494,0.5293906331062317,0.4172881245613098,-0.02452605590224266,0.5409319400787354,0.4773602783679962,-0.023931777104735374,0.5551653504371643,0.47675448656082153,-0.017104534432291985,0.5934634804725647,0.4089477062225342,-0.008664024993777275,0.5619001388549805,0.4283931851387024,-0.03184881433844566,0.5683146119117737,0.48454561829566956,-0.01881062239408493,0.5810431838035583,0.48114213347435,-0.00392397353425622,0.622066080570221,0.4223838746547699,-0.019137609750032425,0.5939542651176453,0.44107821583747864,-0.030932661145925522,0.593311071395874,0.48094937205314636,-0.02210720255970955,0.6030401587486267,0.4813474118709564,-0.011513620615005493,rock
0.5627665519714355,0.6505357027053833,-4.755286227009492e-07,0.5462574362754822,0.5644517540931702,-0.006290487479418516,0.5353253483772278,0.4981808364391327,-0.02300279401242733,0.5139682292938232,0.46044889092445374,-0.040073901414871216,0.5009296536445618,0.4602910280227661,-0.054619308561086655,0.6101253032684326,0.44988417625427246,-0.029264429584145546,0.5280054211616516,0.43379196524620056,-0.04985523223876953,0.5256431102752686,0.47545066475868225,-0.05896545201539993,0.5469623804092407,0.48946064710617065,-0.06480099260807037,0.6166608333587646,0.4933088421821594,-0.039614513516426086,0.5162917375564575,0.48560747504234314,-0.0561877004802227,0.5256051421165466,0.5192594528198242,-0.056212808936834335,0.5487173199653625,0.5240989327430725,-0.0579959899187088,0.6115245819091797,0.542677640914917,-0.05002598464488983,0.517096221446991,0.5361268520355225,-0.06108487769961357,0.5290682911872864,0.5604942440986633,-0.052295468747615814,0.5527167916297913,0.5621132850646973,-0.048580776900053024,0.5989006757736206,0.5935318470001221,-0.06158102676272392,0.5260967016220093,0.5842595100402832,-0.06839986145496368,0.5361519455909729,0.5973671078681946,-0.06200641766190529,0.5597583651542664,0.5989611148834229,-0.057085052132606506,rock
0.5556201934814453,0.5963797569274902,-1.4178952767451847e-07,0.5454005002975464,0.5327867865562439,-0.020095564424991608,0.5319086909294128,0.4815116226673126,-0.04123697802424431,0.5094274282455444,0.4501982629299164,-0.05912749841809273,0.5060917139053345,0.4660705327987671,-0.0733906477689743,0.6071991324424744,0.44973358511924744,-0.04251110926270485,0.5286676287651062,0.43664929270744324,-0.06418364495038986,0.5278894305229187,0.4636475741863251,-0.07367732375860214,0.5488972663879395,0.4734542965888977,-0.07989225536584854,0.6151111721992493,0.4922296404838562,-0.04526366665959358,0.5173777341842651,0.4869964122772217,-0.06260085850954056,0.5300668478012085,0.5078750848770142,-0.06310080736875534,0.5546770095825195,0.5070195198059082,-0.06402066349983215,0.6105023622512817,0.5436258316040039,-0.04930971935391426,0.5185575485229492,0.5377248525619507,-0.0608353354036808,0.5335032343864441,0.550916314125061,-0.05144166573882103,0.5573541522026062,0.5514262318611145,-0.045726172626018524,0.5983863472938538,0.5950103402137756,-0.05598551779985428,0.5283464789390564,0.5847545266151428,-0.06693128496408463,0.5406391620635986,0.5896474123001099,-0.06418441236019135,0.5642688870429993,0.5890933275222778,-0.060493104159832,rock
0.4062332212924957,0.5883922576904297,-1.6973972094547207e-07,0.4214571714401245,0.5069378018379211,-0.0183748509734869,0.4615377187728882,0.4062175452709198,-0.03946299105882645,0.5083621740341187,0.3374645411968231,-0.05808919295668602,0.5390803217887878,0.29528388381004333,-0.07178115844726562,0.4121684730052948,0.36065253615379333,-0.06486139446496964,0.5272852778434753,0.3403618633747101,-0.09983355551958084,0.5256969928741455,0.38766512274742126,-0.1108795627951622,0.4964129328727722,0.40013933181762695,-0.11660882085561752,0.41827815771102905,0.4183214008808136,-0.07399503886699677,0.5451433062553406,0.4034951627254486,-0.10279355198144913,0.5326004028320312,0.44160473346710205,-0.09893407672643661,0.5008410215377808,0.4476243257522583,-0.09836965054273605,0.4346771836280823,0.48184025287628174,-0.08395618945360184,0.5543982982635498,0.46292829513549805,-0.10698660463094711,0.5349661111831665,0.4958665668964386,-0.0920417308807373,0.5027212500572205,0.500376284122467,-0.08378417044878006,0.4580775797367096,0.5428712368011475,-0.09552091360092163,0.5500032305717468,0.5235255360603333,-0.10848984867334366,0.5313284993171692,0.5456367135047913,-0.09927494823932648,0.4985077679157257,0.5513763427734375,-0.09384220093488693,rock
0.3683013319969177,0.6922653913497925,-2.215684133943796e-07,0.38735947012901306,0.6014893651008606,-0.012328270822763443,0.40584471821784973,0.5028082728385925,-0.025051064789295197,0.41551798582077026,0.4390793442726135,-0.037526488304138184,0.4193290174007416,0.42993056774139404,-0.046111248433589935,0.35255199670791626,0.4877359867095947,-0.03501281514763832,0.4408368170261383,0.4622354507446289,-0.06012347713112831,0.4390068054199219,0.504604160785675,-0.06911733001470566,0.416083425283432,0.5153490900993347,-0.07525830715894699,0.35345858335494995,0.5326973795890808,-0.043476782739162445,0.4551553726196289,0.5104305744171143,-0.06538178026676178,0.4423552453517914,0.5459101796150208,-0.06416619569063187,0.41706588864326477,0.5515426397323608,-0.06498514860868454,0.3647075891494751,0.5807684063911438,-0.05339319258928299,0.4612880349159241,0.5604445338249207,-0.0707848072052002,0.44637200236320496,0.590251624584198,-0.06225883215665817,0.42275333404541016,0.591855525970459,-0.05799975246191025,0.38393330574035645,0.6265659332275391,-0.06506089866161346,0.46106278896331787,0.6042354106903076,-0.07196193188428879,0.4480229318141937,0.6236289739608765,-0.06626494973897934,0.42286041378974915,0.6278547048568726,-0.06440942734479904,rock
0.2609712779521942,0.8145004510879517,-1.7007901931265224e-07,0.2568923234939575,0.7325399518013,-0.010895637795329094,0.27112627029418945,0.62891685962677,-0.026258382946252823,0.29413318634033203,0.549402117729187,-0.040166907012462616,0.31206461787223816,0.5128004550933838,-0.04912387207150459,0.23263618350028992,0.5845710039138794,-0.050727058202028275,0.3419162929058075,0.5427473783493042,-0.08093475550413132,0.34529903531074524,0.5948004722595215,-0.08791635930538177,0.3184627592563629,0.6138515472412109,-0.09150920063257217,0.2413991093635559,0.6223286986351013,-0.06101605296134949,0.36163607239723206,0.5912401080131531,-0.08778250217437744,0.3577900826931,0.6407347917556763,-0.08305054157972336,0.33177104592323303,0.6530739665031433,-0.08127053827047348,0.26053401827812195,0.6711602210998535,-0.07160548120737076,0.37507179379463196,0.6433352828025818,-0.09286762028932571,0.36693480610847473,0.688119113445282,-0.07815829664468765,0.34092235565185547,0.6975288987159729,-0.06966079026460648,0.28710389137268066,0.7224088311195374,-0.08327171206474304,0.37453514337539673,0.7033642530441284,-0.09416595101356506,0.36766162514686584,0.7367069125175476,-0.08583057671785355,0.3431081771850586,0.7437626123428345,-0.08108759671449661,rock
0.6192898750305176,0.7247800230979919,5.071265718470386e-07,0.5746056437492371,0.6610109210014343,-0.024487728253006935,0.5592462420463562,0.5714439749717712,-0.042111270129680634,0.5530976057052612,0.4995439350605011,-0.05734299123287201,0.5349458456039429,0.44145065546035767,-0.07465646415948868,0.6042239665985107,0.5381044149398804,-0.05295481160283089,0.6246288418769836,0.44716164469718933,-0.08477625250816345,0.6379210948944092,0.39015209674835205,-0.10519567877054214,0.6501039862632751,0.3364870250225067,-0.11923142522573471,0.6384190320968628,0.5575519800186157,-0.06085651367902756,0.6609541773796082,0.45566850900650024,-0.09208882600069046,0.6758838891983032,0.3848258852958679,-0.11320797353982925,0.6885563135147095,0.3190877437591553,-0.1276973932981491,0.6681947708129883,0.5935239791870117,-0.07000377029180527,0.6914469003677368,0.4980570077896118,-0.10156350582838058,0.7060375213623047,0.43605127930641174,-0.11905914545059204,0.7171028852462769,0.37689441442489624,-0.12956693768501282,0.6954523324966431,0.6397868394851685,-0.07989683747291565,0.7173581719398499,0.5699483752250671,-0.10935606062412262,0.7306853532791138,0.5195770859718323,-0.12197279930114746,0.7413994073867798,0.47102999687194824,-0.12933172285556793,paper
0.6685140132904053,0.6926020383834839,5.499433086697536e-07,0.6259700059890747,0.6364259719848633,-0.017846230417490005,0.6031855344772339,0.5538453459739685,-0.0327560193836689,0.5958862900733948,0.4850817918777466,-0.045581936836242676,0.5829835534095764,0.4257749021053314,-0.06064144894480705,0.6304049491882324,0.5315892100334167,-0.053432345390319824,0.6413900852203369,0.4524136781692505,-0.08602592349052429,0.6515299081802368,0.40167170763015747,-0.10668140649795532,0.661849319934845,0.3546587824821472,-0.12098962068557739,0.6578112840652466,0.5508963465690613,-0.06328079104423523,0.6724262833595276,0.46378564834594727,-0.09502233564853668,0.6817595958709717,0.401610791683197,-0.11361048370599747,0.6918599009513855,0.34750235080718994,-0.12704350054264069,0.6845815181732178,0.5842493176460266,-0.07379747182130814,0.6995331048965454,0.5043793320655823,-0.1054096668958664,0.7099137902259827,0.4513006806373596,-0.11883649230003357,0.7185201644897461,0.4020988941192627,-0.12739641964435577,0.7104041576385498,0.6268888115882874,-0.08460176736116409,0.7273414731025696,0.5719913244247437,-0.11533341556787491,0.7374911308288574,0.53108811378479,-0.1268482357263565,0.7448059320449829,0.4929654598236084,-0.13388682901859283,paper
0.7948291897773743,0.7848218679428101,-6.971461630200793e-08,0.7417713403701782,0.6711277961730957,-0.009121156297624111,0.7364670038223267,0.5622498989105225,-0.016123637557029724,0.7426652908325195,0.4807242155075073,-0.024845995008945465,0.7481288313865662,0.4175832271575928,-0.035208482295274734,0.7855619788169861,0.5772547125816345,-0.024017253890633583,0.7739454507827759,0.5276231169700623,-0.04817798733711243,0.7586892247200012,0.4946107864379883,-0.06917208433151245,0.7455483675003052,0.4566190242767334,-0.08705564588308334,0.7994086742401123,0.6197832822799683,-0.03634842857718468,0.782426118850708,0.5771395564079285,-0.06171966716647148,0.7602938413619995,0.5455193519592285,-0.08033660799264908,0.7388496994972229,0.5136127471923828,-0.09756182134151459,0.8066678047180176,0.6697225570678711,-0.05043266713619232,0.789649248123169,0.6389719247817993,-0.07471885532140732,0.7743884921073914,0.6115545630455017,-0.08515123277902603,0.7609717845916748,0.5841051936149597,-0.0952683538198471,0.806134819984436,0.7269818782806396,-0.06599380820989609,0.802752673625946,0.710812509059906,-0.08701398968696594,0.7995572686195374,0.6911597847938538,-0.09618861228227615,0.7996149659156799,0.6680935025215149,-0.10519688576459885,paper
0.38832002878189087,0.7379319667816162,1.703375573924859e-07,0.4246682822704315,0.6420983672142029,-0.0017349543049931526,0.43194082379341125,0.5417242050170898,-0.005132688675075769,0.434482604265213,0.4705444276332855,-0.010630584321916103,0.43593311309814453,0.4111637473106384,-0.018124481663107872,0.40414008498191833,0.5471099615097046,-0.023588594049215317,0.4003463089466095,0.48182442784309387,-0.04955791309475899,0.3979959487915039,0.43101948499679565,-0.06858941167593002,0.3958202004432678,0.38395050168037415,-0.08319414407014847,0.4008769094944,0.5710428357124329,-0.03873872756958008,0.39468124508857727,0.5002988576889038,-0.06696154922246933,0.3942641317844391,0.4465833902359009,-0.08794406056404114,0.3917100429534912,0.3946835398674011,-0.10447315871715546,0.4023745656013489,0.6080021858215332,-0.054024942219257355,0.3926571011543274,0.5450235605239868,-0.08307549357414246,0.38834649324417114,0.4985838234424591,-0.10035712271928787,0.38144299387931824,0.45162826776504517,-0.11230640113353729,0.4092511236667633,0.6543799042701721,-0.06893615424633026,0.40817680954933167,0.6089881062507629,-0.09486012905836105,0.4093764126300812,0.5762420296669006,-0.10858486592769623,0.40883752703666687,0.5460397601127625,-0.11894228309392929,paper
